bowler_type,strike_rate,strike_rate_std,wickets,deliveries_per_wicket,deliveries,batter,index
Right arm Fast,163.889,1.692888955564722,0,inf,36,DL Maddy,
Left arm Fast,125.0,1.9897995691982133,7,6.286,44,LJ Wright,
Left arm Orthodox,112.121,1.5361798348007583,2,16.5,33,LJ Wright,
Right arm Fast,134.228,1.7311604141346104,17,8.765,149,LJ Wright,
Right arm Legbreak,127.273,1.4893561757289013,2,5.5,11,LJ Wright,
Right arm Offbreak,138.462,1.5323766304834532,0,inf,39,LJ Wright,
Right arm Fast,114.286,0.6900655593423541,0,inf,7,CP Schofield,
Left arm Fast,105.479,1.4032740581197178,3,24.333,73,G Gambhir,
Left arm Orthodox,83.871,1.2137208408731772,2,15.5,31,G Gambhir,
Left arm Wrist spin,128.571,1.2535663410560174,0,inf,7,G Gambhir,
Right arm Fast,118.25,1.5476374589226805,16,25.0,400,G Gambhir,
Right arm Legbreak,170.0,1.3374935098492586,0,inf,10,G Gambhir,
Right arm Offbreak,93.182,1.0206638804577324,1,44.0,44,G Gambhir,
Left arm Fast,72.727,0.7025001733142088,2,11.0,22,RV Uthappa,
Left arm Orthodox,0.0,0.0,2,1.5,3,RV Uthappa,
Right arm Fast,116.049,1.6082349806811256,3,27.0,81,RV Uthappa,
Right arm Legbreak,220.0,1.7888543819998317,0,inf,5,RV Uthappa,
Right arm Offbreak,166.667,2.0816659994661326,0,inf,3,RV Uthappa,
Left arm Fast,53.846,0.5188745216627708,1,13.0,13,IK Pathan,
Left arm Orthodox,55.556,0.5270462766947299,1,9.0,9,IK Pathan,
Left arm Wrist spin,100.0,1.5491933384829668,0,inf,6,IK Pathan,
Right arm Fast,132.857,1.5670652768090223,3,23.333,70,IK Pathan,
Right arm Legbreak,180.0,2.394437999475729,1,10.0,10,IK Pathan,
Right arm Offbreak,100.0,1.3228756555322954,0,inf,17,IK Pathan,
Left arm Fast,120.0,1.7888543819998317,0,inf,5,Harbhajan Singh,
Left arm Orthodox,0.0,,1,1.0,1,Harbhajan Singh,
Right arm Fast,143.59,1.916615325252632,3,13.0,39,Harbhajan Singh,
Right arm Legbreak,42.857,0.7867957924694432,2,3.5,7,Harbhajan Singh,
Left arm Orthodox,100.0,,0,inf,1,AB Agarkar,
Right arm Fast,157.143,1.7182493859684491,0,inf,7,AB Agarkar,
Right arm Legbreak,100.0,0.0,0,inf,3,AB Agarkar,
Left arm Orthodox,0.0,,1,1.0,1,S Sreesanth,
Right arm Fast,153.846,1.7614096918559583,0,inf,13,S Sreesanth,
Left arm Fast,98.63,1.4481132426265286,1,73.0,73,Salman Butt,
Left arm Orthodox,100.0,1.4770978917519928,1,12.0,12,Salman Butt,
Right arm Fast,101.299,1.4279516523324107,5,30.8,154,Salman Butt,
Right arm Legbreak,50.0,0.7071067811865476,1,2.0,2,Salman Butt,
Right arm Offbreak,86.364,0.8888437939499212,2,11.0,22,Salman Butt,
Left arm Fast,82.857,1.6713100582849283,5,7.0,35,Imran Nazir,
Left arm Orthodox,110.526,1.997073882851421,0,inf,19,Imran Nazir,
Right arm Fast,116.575,1.7368995754079102,8,22.625,181,Imran Nazir,
Right arm Offbreak,164.706,1.9345922202943777,2,8.5,17,Imran Nazir,
Left arm Fast,111.765,1.478472980118736,1,51.0,51,Misbah-ul-Haq,
Left arm Orthodox,136.364,1.5374122295716148,0,inf,33,Misbah-ul-Haq,
Right arm Fast,103.429,1.3169851623682756,5,35.0,175,Misbah-ul-Haq,
Right arm Legbreak,80.0,0.8366600265340756,1,5.0,5,Misbah-ul-Haq,
Right arm Offbreak,93.684,1.218741296233313,1,95.0,95,Misbah-ul-Haq,
Left arm Fast,185.714,1.7728105208558367,0,inf,7,Yasir Arafat,
Left arm Wrist spin,0.0,0.0,1,7.0,7,Yasir Arafat,
Right arm Fast,115.152,1.4603341253205575,2,16.5,33,Yasir Arafat,
Right arm Offbreak,62.5,0.5175491695067657,0,inf,8,Yasir Arafat,
Left arm Fast,111.111,1.2692955176439846,1,9.0,9,DL Vettori,
Left arm Orthodox,220.0,1.6431676725154984,0,inf,5,DL Vettori,
Right arm Fast,110.843,1.1370913706424557,5,16.6,83,DL Vettori,
Right arm Legbreak,127.778,1.5264551613058028,0,inf,18,DL Vettori,
Right arm Offbreak,81.356,1.0251085101720299,3,19.667,59,DL Vettori,
Right arm Fast,100.0,,0,inf,1,RP Singh,
Left arm Fast,0.0,,0,inf,1,JS Patel,
Right arm Fast,100.0,1.224744871391589,1,5.0,5,JS Patel,
Right arm Fast,40.0,0.6324555320336759,1,15.0,15,VD Philander,
Right arm Offbreak,28.571,0.48795003647426666,1,7.0,7,VD Philander,
Left arm Fast,50.0,0.5345224838248488,0,inf,8,J Mubarak,
Left arm Orthodox,100.0,1.1281521496355325,1,12.0,12,J Mubarak,
Right arm Fast,122.581,1.7834363350818896,3,10.333,31,J Mubarak,
Right arm Legbreak,83.333,0.752772652709081,0,inf,6,J Mubarak,
Right arm Offbreak,68.75,1.0781929326423914,1,16.0,16,J Mubarak,
Left arm Fast,136.364,1.7333000329801544,1,22.0,22,BJ Hodge,
Left arm Orthodox,62.5,0.5175491695067657,0,inf,8,BJ Hodge,
Right arm Fast,133.333,1.4749368110164003,2,19.5,39,BJ Hodge,
Right arm Legbreak,115.385,0.9870962335856491,1,13.0,13,BJ Hodge,
Right arm Offbreak,113.793,1.3017608385522195,1,29.0,29,BJ Hodge,
Left arm Fast,66.667,1.3228756555322954,3,3.0,9,MG Johnson,
Left arm Orthodox,25.0,0.5,0,inf,4,MG Johnson,
Right arm Fast,117.5,1.2585604311968333,2,20.0,40,MG Johnson,
Right arm Offbreak,223.077,2.3506682083273738,1,13.0,13,MG Johnson,
Left arm Fast,100.0,1.4719601443879744,2,12.5,25,NL McCullum,
Left arm Orthodox,76.923,1.0919284281983377,0,inf,13,NL McCullum,
Right arm Fast,90.511,1.1560786386774708,9,15.222,137,NL McCullum,
Right arm Legbreak,83.333,0.5773502691896257,1,12.0,12,NL McCullum,
Right arm Offbreak,101.818,1.3401341708797652,4,13.75,55,NL McCullum,
Left arm Fast,129.412,1.6054719265536446,3,11.333,34,BJ Haddin,
Left arm Orthodox,106.667,1.5711360439085054,4,18.75,75,BJ Haddin,
Right arm Fast,121.212,1.5536180766246388,5,19.8,99,BJ Haddin,
Right arm Legbreak,80.0,0.4472135954999579,1,5.0,5,BJ Haddin,
Right arm Offbreak,91.837,1.2219645162244133,2,24.5,49,BJ Haddin,
Left arm Fast,100.0,1.8257418583505538,1,10.0,10,YK Pathan,
Left arm Orthodox,62.5,1.0246950765959597,2,8.0,16,YK Pathan,
Right arm Fast,114.925,1.4061955049996855,5,13.4,67,YK Pathan,
Right arm Legbreak,328.571,2.8702082220799308,0,inf,7,YK Pathan,
Right arm Offbreak,236.364,2.5796405669289384,0,inf,11,YK Pathan,
Left arm Fast,104.167,1.5174110293140939,2,12.0,24,Umar Gul,
Left arm Orthodox,0.0,,1,1.0,1,Umar Gul,
Left arm Wrist spin,33.333,0.5773502691896258,0,inf,3,Umar Gul,
Right arm Fast,113.095,1.7751956410407748,7,12.0,84,Umar Gul,
Right arm Offbreak,72.0,1.2754084313139329,0,inf,25,Umar Gul,
Left arm Orthodox,100.0,0.5773502691896257,0,inf,7,AC Voges,
Right arm Fast,123.077,1.3634420996046583,1,13.0,13,AC Voges,
Right arm Offbreak,75.0,0.5,0,inf,4,AC Voges,
Left arm Fast,20.0,0.4472135954999579,0,inf,5,JM How,
Right arm Fast,113.889,1.5520084274030725,4,9.0,36,JM How,
Right arm Offbreak,125.0,1.2817398889233114,0,inf,8,JM How,
Left arm Orthodox,50.0,0.5773502691896257,0,inf,4,P Kumar,
Right arm Fast,0.0,0.0,2,1.5,3,P Kumar,
Right arm Offbreak,80.0,0.8366600265340756,0,inf,5,P Kumar,
Left arm Fast,100.0,,0,inf,1,I Sharma,
Left arm Orthodox,0.0,0.0,0,inf,3,I Sharma,
Right arm Fast,66.667,0.5773502691896258,1,3.0,3,I Sharma,
Right arm Offbreak,250.0,2.1213203435596424,0,inf,2,I Sharma,
Right arm Fast,158.333,2.0834057958412533,1,24.0,24,DR Flynn,
Right arm Legbreak,100.0,0.0,0,inf,2,DR Flynn,
Right arm Offbreak,76.0,0.879393730551528,4,6.25,25,DR Flynn,
Right arm Fast,100.0,0.0,0,inf,2,MJ Mason,
Left arm Fast,100.0,1.0,1,3.0,3,GJ Hopkins,
Right arm Fast,135.897,1.784246553165546,3,13.0,39,GJ Hopkins,
Right arm Legbreak,90.0,1.1972189997378648,1,10.0,10,GJ Hopkins,
Right arm Offbreak,50.0,0.5477225575051661,0,inf,6,GJ Hopkins,
Left arm Fast,200.0,2.0354009783964297,1,15.0,15,JL Ontong,
Left arm Orthodox,158.333,1.5050420310248864,0,inf,12,JL Ontong,
Right arm Fast,102.128,1.3103162861148159,4,11.75,47,JL Ontong,
Right arm Offbreak,314.286,2.7416206003901262,1,14.0,14,JL Ontong,
Right arm Fast,0.0,0.0,1,4.0,4,RN Lewis,
Right arm Fast,157.895,1.995015124881614,2,19.0,38,P Mustard,
Left arm Fast,50.0,0.7071067811865476,0,inf,2,GP Swann,
Left arm Orthodox,137.5,1.1877349391654208,0,inf,8,GP Swann,
Right arm Fast,133.333,1.3735082171923965,2,24.0,48,GP Swann,
Right arm Offbreak,76.471,1.4374200745044003,2,8.5,17,GP Swann,
Right arm Fast,125.0,1.8929694486000914,0,inf,4,RJ Sidebottom,
Left arm Fast,142.5,1.852060529553018,1,40.0,40,JD Ryder,
Left arm Orthodox,162.069,1.740562165004831,1,29.0,29,JD Ryder,
Right arm Fast,104.0,1.6623747871301182,8,18.75,150,JD Ryder,
Right arm Legbreak,172.727,1.8488325554743505,0,inf,11,JD Ryder,
Right arm Offbreak,135.0,1.6552433381453544,4,15.0,60,JD Ryder,
Right arm Fast,83.333,0.408248290463863,0,inf,6,CS Martin,
Left arm Fast,0.0,,1,1.0,1,PA Hitchcock,
Right arm Fast,157.143,2.439750182371333,0,inf,7,PA Hitchcock,
Right arm Offbreak,66.667,0.5773502691896258,0,inf,3,PA Hitchcock,
Left arm Fast,153.125,1.9997479679909345,1,32.0,32,MN van Wyk,
Left arm Orthodox,100.0,1.3093073414159542,1,8.0,8,MN van Wyk,
Right arm Fast,125.0,1.9192561850356167,3,26.667,80,MN van Wyk,
Right arm Offbreak,182.143,1.886670031967384,0,inf,28,MN van Wyk,
Right arm Fast,28.571,0.4600437062282361,1,28.0,28,GH Bodi,
Right arm Fast,166.667,2.6583202716502514,1,6.0,6,BA Parchment,
Left arm Fast,147.826,1.855448125665488,0,inf,23,SE Marsh,
Left arm Orthodox,66.667,0.4923659639173309,0,inf,12,SE Marsh,
Right arm Fast,89.655,1.4144970571263429,4,21.75,87,SE Marsh,
Right arm Offbreak,106.977,1.6817698845647744,4,10.75,43,SE Marsh,
Left arm Fast,140.0,1.7956864414252194,4,12.5,50,DJ Hussey,
Left arm Orthodox,124.691,1.5372935975077344,6,13.5,81,DJ Hussey,
Right arm Fast,129.327,1.637587740649045,5,41.6,208,DJ Hussey,
Right arm Legbreak,115.909,1.6130742254030408,2,22.0,44,DJ Hussey,
Right arm Offbreak,109.774,1.4027281948756216,7,19.0,133,DJ Hussey,
Left arm Fast,138.462,2.0411158335954003,1,26.0,26,XM Marshall,
Left arm Orthodox,100.0,0.816496580927726,1,4.0,4,XM Marshall,
Right arm Fast,107.143,1.6138555129641377,2,21.0,42,XM Marshall,
Right arm Offbreak,110.0,1.1005049346146119,1,10.0,10,XM Marshall,
Left arm Fast,0.0,,0,inf,1,WKD Perkins,
Right arm Fast,81.818,1.1677484162422844,0,inf,11,WKD Perkins,
Right arm Fast,66.667,0.5773502691896258,0,inf,3,VB van Jaarsveld,
Right arm Offbreak,20.0,0.447213595499958,2,2.5,5,VB van Jaarsveld,
Right arm Fast,80.0,1.3165611772087666,1,10.0,10,CJ Ferguson,
Right arm Offbreak,0.0,,0,inf,1,CJ Ferguson,
Left arm Fast,314.286,2.544836041121407,0,inf,7,RE van der Merwe,
Right arm Fast,77.778,1.281025230440697,2,13.5,27,RE van der Merwe,
Right arm Offbreak,109.091,1.7580981459830651,1,11.0,11,RE van der Merwe,
Left arm Fast,0.0,,1,1.0,1,BW Hilfenhaus,
Left arm Fast,20.0,0.4472135954999579,1,5.0,5,SW Tait,
Right arm Fast,100.0,,0,inf,1,SW Tait,
Right arm Offbreak,200.0,3.4641016151377544,1,3.0,3,SW Tait,
Left arm Fast,100.0,0.0,0,inf,4,ND McKenzie,
Right arm Fast,75.0,0.9574271077563382,0,inf,4,ND McKenzie,
Right arm Fast,100.0,,0,inf,1,PM Siddle,
Left arm Fast,80.0,0.4472135954999579,0,inf,5,NT Broom,
Left arm Orthodox,200.0,2.8284271247461903,1,2.0,2,NT Broom,
Right arm Fast,109.434,1.4446739177378967,4,13.25,53,NT Broom,
Right arm Offbreak,100.0,,0,inf,1,NT Broom,
Left arm Fast,61.538,0.5063696835418333,0,inf,13,GD Elliott,
Left arm Orthodox,129.167,1.5174110293140939,1,24.0,24,GD Elliott,
Right arm Fast,100.0,1.1974816341601833,3,18.0,54,GD Elliott,
Right arm Legbreak,100.0,1.4142135623730951,0,inf,7,GD Elliott,
Right arm Offbreak,115.0,1.496487114615601,0,inf,20,GD Elliott,
Left arm Fast,118.868,1.4813793438962541,1,53.0,53,RS Bopara,
Left arm Orthodox,78.788,1.0534934669225455,3,11.0,33,RS Bopara,
Right arm Fast,143.519,1.7214009878281649,9,24.0,216,RS Bopara,
Right arm Legbreak,70.213,0.8575722460888031,3,15.667,47,RS Bopara,
Right arm Offbreak,91.919,0.9760056841249638,2,49.5,99,RS Bopara,
Left arm Fast,109.091,1.1361818036340359,0,inf,11,SM Davies,
Left arm Orthodox,166.667,1.8618986725025257,0,inf,6,SM Davies,
Right arm Fast,116.364,1.3979301678584504,5,11.0,55,SM Davies,
Right arm Legbreak,175.0,1.707825127659933,0,inf,4,SM Davies,
Right arm Offbreak,128.571,0.7559289460184545,0,inf,7,SM Davies,
Right arm Fast,57.143,0.5345224838248488,0,inf,7,GJ Batty,
Left arm Orthodox,50.0,0.5773502691896257,1,4.0,4,A Khan,
Left arm Fast,166.667,0.5773502691896258,0,inf,3,JS Foster,
Left arm Orthodox,60.0,0.8944271909999159,1,5.0,5,JS Foster,
Right arm Fast,136.364,0.8090398349558905,0,inf,11,JS Foster,
Right arm Legbreak,400.0,2.8284271247461903,0,inf,2,JS Foster,
Right arm Offbreak,50.0,0.5773502691896257,1,4.0,4,JS Foster,
Right arm Fast,133.333,2.3094010767585034,1,3.0,3,NM Hauritz,
Left arm Fast,105.882,1.3906198364081266,1,17.0,17,Fawad Alam,
Left arm Orthodox,60.0,0.8432740427115678,1,10.0,10,Fawad Alam,
Right arm Fast,115.278,1.2633481362245462,6,12.0,72,Fawad Alam,
Right arm Legbreak,133.333,0.5163977794943223,0,inf,6,Fawad Alam,
Right arm Offbreak,81.818,0.8461141122266492,1,33.0,33,Fawad Alam,
Left arm Fast,33.333,0.4923659639173309,0,inf,12,SJ Benn,
Right arm Fast,139.13,1.876629726513673,3,7.667,23,SJ Benn,
Right arm Offbreak,14.286,0.37796447300922725,0,inf,7,SJ Benn,
Left arm Fast,100.0,,0,inf,1,AJ Redmond,
Left arm Orthodox,262.5,2.1339098923270936,0,inf,8,AJ Redmond,
Right arm Fast,63.158,1.0116282977781401,3,6.333,19,AJ Redmond,
Right arm Offbreak,116.667,1.696699112626596,1,12.0,12,AJ Redmond,
Right arm Fast,50.0,0.5477225575051661,0,inf,6,IG Butler,
Right arm Legbreak,33.333,0.5773502691896258,1,3.0,3,IG Butler,
Right arm Offbreak,0.0,,0,inf,1,IG Butler,
Left arm Fast,88.235,1.3173056280328643,3,5.667,17,Shahzaib Hasan,
Left arm Orthodox,0.0,0.0,0,inf,6,Shahzaib Hasan,
Right arm Fast,66.667,1.093344547181068,1,30.0,30,Shahzaib Hasan,
Right arm Offbreak,82.353,1.4245742398014511,3,5.667,17,Shahzaib Hasan,
Right arm Fast,0.0,0.0,1,2.0,2,Z Khan,
Right arm Legbreak,180.0,2.4899799195977463,0,inf,5,Z Khan,
Right arm Fast,0.0,0.0,1,8.0,8,Shoaib Khan jnr,
Right arm Legbreak,100.0,,0,inf,1,SHT Kandamby,
Right arm Offbreak,50.0,0.7071067811865476,1,2.0,2,SHT Kandamby,
Left arm Fast,114.286,1.4638501094227998,0,inf,7,K Weeraratne,
Left arm Orthodox,66.667,0.5773502691896258,0,inf,3,K Weeraratne,
Right arm Fast,120.0,1.5491933384829668,1,10.0,10,K Weeraratne,
Right arm Fast,50.0,0.7071067811865476,1,2.0,2,T Thushara,
Right arm Offbreak,50.0,0.5773502691896257,0,inf,4,T Thushara,
Left arm Orthodox,125.0,1.4847711791873706,1,12.0,12,SE Findlay,
Right arm Fast,100.0,1.4142135623730951,1,14.0,14,SE Findlay,
Right arm Offbreak,60.0,0.5477225575051661,0,inf,5,SE Findlay,
Right arm Fast,100.0,,0,inf,1,CS Baugh,
Right arm Offbreak,100.0,1.4142135623730951,1,2.0,2,CS Baugh,
Right arm Fast,100.0,,0,inf,1,EP Thompson,
Left arm Fast,300.0,,0,inf,1,HG Kuhn,
Left arm Orthodox,25.0,0.5,0,inf,4,HG Kuhn,
Left arm Wrist spin,175.0,2.8722813232690143,1,4.0,4,HG Kuhn,
Right arm Fast,88.462,1.107318312931673,2,13.0,26,HG Kuhn,
Right arm Legbreak,325.0,2.217355782608345,0,inf,4,HG Kuhn,
Right arm Fast,69.231,0.7510676161988108,1,13.0,13,R McLaren,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,M Muralitharan,
Right arm Offbreak,0.0,0.0,1,2.0,2,M Muralitharan,
Left arm Orthodox,38.462,0.5063696835418333,1,13.0,13,RJMGM Rupasinghe,
Right arm Fast,105.263,1.177270110161938,1,19.0,19,RJMGM Rupasinghe,
Right arm Offbreak,114.286,1.3451854182690985,0,inf,7,RJMGM Rupasinghe,
Left arm Fast,25.0,0.5,2,2.0,4,BAW Mendis,
Left arm Orthodox,50.0,0.7071067811865476,0,inf,2,BAW Mendis,
Right arm Fast,25.0,0.5,0,inf,4,BAW Mendis,
Right arm Legbreak,0.0,0.0,0,inf,3,BAW Mendis,
Right arm Offbreak,50.0,0.7071067811865476,1,2.0,2,BAW Mendis,
Right arm Fast,100.0,2.23606797749979,0,inf,7,TR Birt,
Right arm Legbreak,150.0,1.9148542155126762,0,inf,4,TR Birt,
Right arm Offbreak,40.0,0.5163977794943222,1,10.0,10,TR Birt,
Left arm Fast,66.667,0.5773502691896258,0,inf,3,N Deonarine,
Right arm Fast,104.545,1.1329385612423049,0,inf,22,N Deonarine,
Right arm Legbreak,171.429,1.799470821684875,1,7.0,7,N Deonarine,
Right arm Offbreak,100.0,1.4142135623730951,1,2.0,2,N Deonarine,
Left arm Fast,85.714,0.6900655593423541,0,inf,7,NO Miller,
Right arm Fast,72.414,0.8822273647720916,1,29.0,29,NO Miller,
Right arm Offbreak,75.0,0.9574271077563382,0,inf,4,NO Miller,
Left arm Fast,100.0,1.4142135623730951,0,inf,14,TM Dowlin,
Right arm Fast,89.474,1.0485300208760657,1,19.0,19,TM Dowlin,
Left arm Fast,133.333,2.3094010767585034,0,inf,3,DP Nannes,
Right arm Fast,133.333,2.4221202832779936,0,inf,6,DP Nannes,
Left arm Fast,58.333,1.164500152881315,1,12.0,12,Imran Farhat,
Right arm Fast,129.63,1.7279337330334705,1,27.0,27,Imran Farhat,
Right arm Offbreak,0.0,0.0,1,3.0,3,Imran Farhat,
Left arm Fast,42.857,0.5345224838248488,1,7.0,7,Saeed Ajmal,
Left arm Orthodox,0.0,,0,inf,1,Saeed Ajmal,
Right arm Fast,119.608,1.4144908319694018,7,7.286,51,Saeed Ajmal,
Right arm Legbreak,33.333,0.5773502691896258,0,inf,3,Saeed Ajmal,
Right arm Offbreak,70.0,0.8232726023485646,0,inf,10,Saeed Ajmal,
Left arm Fast,73.333,1.4375905768565216,2,7.5,15,M Vijay,
Right arm Fast,52.174,0.9472239447886798,2,11.5,23,M Vijay,
Left arm Fast,140.0,1.51657508881031,0,inf,5,Mohammad Sami,
Left arm Orthodox,0.0,0.0,0,inf,4,Mohammad Sami,
Right arm Fast,57.143,0.5345224838248488,1,7.0,7,Mohammad Sami,
Right arm Offbreak,62.5,1.0246950765959597,0,inf,16,Mohammad Sami,
Left arm Fast,109.278,1.6462234193425123,4,24.25,97,MJ Lumb,
Left arm Orthodox,207.692,2.361550989693654,2,6.5,13,MJ Lumb,
Right arm Fast,142.4,1.8459371254102188,6,20.833,125,MJ Lumb,
Right arm Legbreak,41.176,0.6183469424008423,2,8.5,17,MJ Lumb,
Right arm Offbreak,126.316,1.7387230644173448,2,38.0,76,MJ Lumb,
Left arm Fast,126.786,1.80394589143377,1,56.0,56,C Kieswetter,
Left arm Orthodox,111.111,1.9002923751652299,2,4.5,9,C Kieswetter,
Right arm Fast,115.441,1.7078410736651122,6,22.667,136,C Kieswetter,
Right arm Legbreak,90.909,1.0713203408538796,1,33.0,33,C Kieswetter,
Right arm Offbreak,108.889,1.6071180052591918,3,15.0,45,C Kieswetter,
Left arm Orthodox,66.667,0.5773502691896258,0,inf,3,A Nehra,
Right arm Fast,63.636,1.2862913567871996,3,3.667,11,A Nehra,
Right arm Legbreak,0.0,0.0,0,inf,5,A Nehra,
Right arm Offbreak,325.0,3.2015621187164243,0,inf,4,A Nehra,
Left arm Fast,75.0,0.5,0,inf,4,Abdur Rehman,
Right arm Fast,80.0,0.6761234037828132,1,15.0,15,Abdur Rehman,
Right arm Legbreak,33.333,0.5773502691896258,1,3.0,3,Abdur Rehman,
Right arm Offbreak,100.0,0.0,0,inf,2,Abdur Rehman,
Left arm Fast,200.0,2.0,1,3.0,3,S Randiv,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,S Randiv,
Right arm Legbreak,100.0,,0,inf,1,S Randiv,
Left arm Fast,100.0,,0,inf,1,UWMBCA Welegedara,
Left arm Orthodox,50.0,0.7071067811865476,0,inf,2,UWMBCA Welegedara,
Left arm Fast,80.0,0.8366600265340756,0,inf,5,CU Jayasinghe,
Left arm Orthodox,33.333,0.5773502691896258,0,inf,3,CU Jayasinghe,
Right arm Fast,46.154,0.5188745216627708,0,inf,13,CU Jayasinghe,
Left arm Fast,25.0,0.5,1,4.0,4,PJ Ingram,
Right arm Fast,11.111,0.33333333333333337,1,9.0,9,PJ Ingram,
Left arm Fast,50.0,0.5773502691896257,0,inf,4,SNJ O'Keefe,
Right arm Fast,100.0,1.2649110640673518,3,3.667,11,SNJ O'Keefe,
Right arm Offbreak,163.636,2.3354968324845693,0,inf,11,SNJ O'Keefe,
Left arm Orthodox,0.0,0.0,1,2.0,2,Shoaib Akhtar,
Right arm Fast,150.0,2.32992949004287,1,8.0,8,Shoaib Akhtar,
Left arm Fast,50.0,0.9459053029269173,1,20.0,20,BJ Watling,
Right arm Fast,64.286,0.6333236937766509,0,inf,14,BJ Watling,
Right arm Legbreak,100.0,1.5491933384829666,0,inf,6,BJ Watling,
Right arm Offbreak,62.5,0.5175491695067657,1,8.0,8,BJ Watling,
Left arm Fast,100.0,0.0,0,inf,2,AB Dinda,
Left arm Orthodox,100.0,1.0,0,inf,3,AB Dinda,
Right arm Fast,90.0,0.8755950357709131,0,inf,10,AB Dinda,
Right arm Offbreak,88.889,1.2692955176439846,1,9.0,9,AB Dinda,
Right arm Offbreak,166.667,2.250925735484551,0,inf,6,PP Ojha,
Left arm Orthodox,0.0,,1,1.0,1,AN Petersen,
Right arm Fast,77.778,0.9428090415820632,0,inf,18,AN Petersen,
Right arm Fast,150.0,0.7071067811865476,0,inf,2,KAJ Roach,
Left arm Fast,100.0,0.0,0,inf,3,JW Hastings,
Right arm Fast,176.471,1.855040827202527,1,17.0,17,JW Hastings,
Right arm Legbreak,100.0,1.7320508075688774,1,5.0,5,JW Hastings,
Right arm Offbreak,66.667,0.5773502691896258,0,inf,3,JW Hastings,
Right arm Fast,75.0,1.3887301496588271,1,8.0,8,CJ McKay,
Right arm Offbreak,0.0,,0,inf,1,CJ McKay,
Right arm Fast,0.0,0.0,0,inf,3,A Shahzad,
Left arm Fast,108.0,1.5253414918196733,1,25.0,25,RJ Nicol,
Left arm Orthodox,111.765,1.45268514057488,1,17.0,17,RJ Nicol,
Right arm Fast,111.828,1.5662851534317384,6,15.5,93,RJ Nicol,
Right arm Legbreak,82.353,1.4677914581799019,1,17.0,17,RJ Nicol,
Right arm Offbreak,111.628,1.636042005596221,3,14.333,43,RJ Nicol,
Right arm Fast,0.0,,1,1.0,1,AJ McKay,
Left arm Fast,20.0,0.4472135954999579,0,inf,5,Zulqarnain Haider,
Right arm Fast,123.077,1.2351684199496948,1,13.0,13,Zulqarnain Haider,
Left arm Fast,120.0,1.5423836644690752,0,inf,20,CA Ingram,
Right arm Fast,148.387,1.9471512138152922,3,10.333,31,CA Ingram,
Right arm Offbreak,135.294,1.6308085546407594,2,17.0,34,CA Ingram,
Left arm Fast,171.429,1.7043362064926935,0,inf,7,J Theron,
Left arm Orthodox,100.0,,0,inf,1,J Theron,
Right arm Fast,130.0,1.3374935098492586,0,inf,10,J Theron,
Right arm Offbreak,200.0,3.4641016151377544,0,inf,3,J Theron,
Right arm Fast,50.0,1.2692955176439848,1,10.0,10,DG Brownlie,
Right arm Legbreak,0.0,0.0,1,3.0,3,DG Brownlie,
Right arm Offbreak,33.333,0.5773502691896258,1,3.0,3,DG Brownlie,
Left arm Fast,80.0,0.4472135954999579,0,inf,5,Asad Shafiq,
Left arm Orthodox,50.0,0.5477225575051662,0,inf,6,Asad Shafiq,
Right arm Fast,126.786,1.5313816866248169,1,56.0,56,Asad Shafiq,
Right arm Legbreak,50.0,1.0,1,4.0,4,Asad Shafiq,
Right arm Offbreak,90.698,1.0191956092539256,1,43.0,43,Asad Shafiq,
Left arm Fast,116.667,1.4719601443879744,0,inf,6,SR Patel,
Left arm Orthodox,65.385,0.8918433805240779,1,26.0,26,SR Patel,
Right arm Fast,82.353,1.3668340404444306,6,8.5,51,SR Patel,
Right arm Legbreak,72.222,0.9582800496696001,0,inf,18,SR Patel,
Right arm Offbreak,156.522,1.8336626845141692,1,46.0,46,SR Patel,
Right arm Fast,130.0,1.5927467172350906,1,20.0,20,PA Patel,
Right arm Fast,100.0,1.0,0,inf,3,Mohammad Salman,
Right arm Offbreak,66.667,0.5773502691896258,0,inf,3,Mohammad Salman,
Right arm Fast,75.0,0.9574271077563381,0,inf,4,Junaid Khan,
Left arm Fast,100.0,,0,inf,1,DP Hyatt,
Left arm Orthodox,87.5,1.3562026818605377,0,inf,8,DP Hyatt,
Right arm Fast,64.286,0.4972451580988469,1,14.0,14,DP Hyatt,
Right arm Offbreak,177.273,2.348896765998033,1,22.0,22,DP Hyatt,
Left arm Fast,57.143,0.7867957924694431,0,inf,7,CD Barnwell,
Left arm Orthodox,50.0,1.0,1,4.0,4,CD Barnwell,
Right arm Fast,121.429,1.8050600428356278,1,14.0,14,CD Barnwell,
Right arm Legbreak,66.667,0.5163977794943222,0,inf,6,CD Barnwell,
Right arm Offbreak,188.889,2.138963159732493,0,inf,18,CD Barnwell,
Right arm Fast,91.667,1.0836246694508318,0,inf,12,S Badrinath,
Right arm Legbreak,114.286,1.4600918230947435,1,14.0,14,S Badrinath,
Right arm Offbreak,133.333,1.3706888336846839,0,inf,12,S Badrinath,
Left arm Fast,250.0,2.1213203435596424,0,inf,2,JL Pattinson,
Right arm Fast,0.0,,0,inf,1,JL Pattinson,
Right arm Fast,25.0,0.5,1,4.0,4,MDK Perera,
Right arm Fast,60.0,0.5477225575051661,2,2.5,5,HMRKB Herath,
